PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Train,Spending,Group,GroupNumber,FirstName,LastName,CabinDeck,CabinSide,CabinNum
0827_03,Europa,True,A/7/P,55 Cancri e,67.0,False,0.0,0.0,0.0,0.0,0.0,Phah Speery,False,0.0,0827,03,Phah,Speery,A,P,7
0831_01,Earth,False,F/172/P,PSO J318.5-22,39.0,False,182.0,148.0,35.0,23.0,277.0,Henryn Pagedy,False,665.0,0831,01,Henryn,Pagedy,F,P,172
0832_01,Earth,True,G/122/P,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Diandi Folemonley,False,0.0,0832,01,Diandi,Folemonley,G,P,122
0837_01,Europa,True,D/34/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Suhelik Queldry,False,0.0,0837,01,Suhelik,Queldry,D,P,34
0837_02,Europa,False,D/34/P,55 Cancri e,29.0,False,0.0,699.0,377.0,3858.0,6.0,Zedark Queldry,False,4940.0,0837,02,Zedark,Queldry,D,P,34
0838_01,Mars,True,E/46/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Flyros Concy,False,0.0,0838,01,Flyros,Concy,E,P,46
0838_02,Mars,False,D/35/P,TRAPPIST-1e,23.0,False,2577.0,0.0,0.0,0.0,2.0,Chal Concy,False,2579.0,0838,02,Chal,Concy,D,P,35
0841_01,Earth,False,F/174/P,PSO J318.5-22,41.0,False,0.0,171.0,80.0,2393.0,4.0,Perryl Lancis,False,2648.0,0841,01,Perryl,Lancis,F,P,174
0842_01,Mars,True,E/47/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Pars Hotte,False,0.0,0842,01,Pars,Hotte,E,P,47
0843_01,Earth,True,G/124/P,PSO J318.5-22,43.0,False,0.0,0.0,0.0,0.0,0.0,Hilley Cabrewsond,False,0.0,0843,01,Hilley,Cabrewsond,G,P,124
0844_01,Mars,True,E/61/S,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Burs Butte,False,0.0,0844,01,Burs,Butte,E,S,61
0847_01,Earth,False,F/161/S,TRAPPIST-1e,14.0,False,698.0,0.0,0.0,1.0,0.0,Cellex Hopperett,False,699.0,0847,01,Cellex,Hopperett,F,S,161
0852_01,Europa,True,D/29/S,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,Asellum Reewerpic,False,0.0,0852,01,Asellum,Reewerpic,D,S,29
0854_01,Mars,True,G/126/S,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Alvia Kimons,False,0.0,0854,01,Alvia,Kimons,G,S,126
0855_01,Europa,False,B/33/S,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Avitons Stichseary,False,0.0,0855,01,Avitons,Stichseary,B,S,33
0856_01,Earth,False,F/177/P,TRAPPIST-1e,28.0,False,869.0,0.0,2.0,0.0,0.0,Rica Floways,False,871.0,0856,01,Rica,Floways,F,P,177
0857_01,Europa,False,B/34/S,55 Cancri e,59.0,False,0.0,2935.0,529.0,21.0,462.0,Coxah String,False,3947.0,0857,01,Coxah,String,B,S,34
0858_01,Mars,False,D/36/P,TRAPPIST-1e,20.0,False,2024.0,0.0,269.0,13.0,0.0,Cups Mad,False,2306.0,0858,01,Cups,Mad,D,P,36
0858_02,Mars,True,F/178/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Hion Mad,False,0.0,0858,02,Hion,Mad,F,P,178
0861_01,Earth,False,G/128/S,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Valey Olivasquez,False,0.0,0861,01,Valey,Olivasquez,G,S,128
0862_01,Earth,True,G/125/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Perryl Burryerson,False,0.0,0862,01,Perryl,Burryerson,G,P,125
0864_01,Mars,False,D/30/S,TRAPPIST-1e,36.0,False,3160.0,0.0,12.0,0.0,,Forn Trad,False,3172.0,0864,01,Forn,Trad,D,S,30
0864_02,Mars,True,F/162/S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Dontch Trad,False,0.0,0864,02,Dontch,Trad,F,S,162
0864_03,Mars,True,F/162/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Feries Erle,False,0.0,0864,03,Feries,Erle,F,S,162
0866_01,Mars,True,F/179/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Puffes Hapie,False,0.0,0866,01,Puffes,Hapie,F,P,179
0872_01,Earth,False,E/63/S,TRAPPIST-1e,24.0,False,780.0,0.0,0.0,2.0,6.0,Krisa Flynnis,False,788.0,0872,01,Krisa,Flynnis,E,S,63
0880_01,Mars,True,E/50/P,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Lopedo Pepie,False,0.0,0880,01,Lopedo,Pepie,E,P,50
0880_02,Mars,True,E/50/P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Want Pepie,False,0.0,0880,02,Want,Pepie,E,P,50
0882_01,Earth,False,G/132/S,TRAPPIST-1e,23.0,False,299.0,4958.0,299.0,0.0,93.0,Lyde Briggins,False,5649.0,0882,01,Lyde,Briggins,G,S,132
0884_01,Earth,False,G/128/P,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,7.0,833.0,Ginia Rilley,False,840.0,0884,01,Ginia,Rilley,G,P,128
0884_02,Earth,False,,TRAPPIST-1e,28.0,False,0.0,0.0,762.0,0.0,0.0,Erine Rilley,False,762.0,0884,02,Erine,Rilley,,P,
0886_01,Mars,False,F/182/P,TRAPPIST-1e,61.0,False,1399.0,0.0,693.0,0.0,0.0,Torms Bota,False,2092.0,0886,01,Torms,Bota,F,P,182
0886_02,Mars,True,F/182/P,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,Casps Bota,False,0.0,0886,02,Casps,Bota,F,P,182
0886_03,Mars,True,F/182/P,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Koks Bota,False,0.0,0886,03,Koks,Bota,F,P,182
0887_01,Europa,False,C/31/P,TRAPPIST-1e,51.0,False,0.0,54.0,0.0,22.0,5915.0,Alinan Gausearmir,False,5991.0,0887,01,Alinan,Gausearmir,C,P,31
0887_02,Europa,False,C/31/P,TRAPPIST-1e,26.0,False,61.0,1124.0,59.0,2217.0,622.0,,False,4083.0,0887,02,,,C,P,31
0888_01,Mars,False,D/37/P,TRAPPIST-1e,44.0,False,589.0,0.0,235.0,20.0,31.0,Grams Brine,False,875.0,0888,01,Grams,Brine,D,P,37
0888_02,Mars,False,F/183/P,TRAPPIST-1e,46.0,False,1246.0,0.0,3767.0,1.0,0.0,Monch Brine,False,5014.0,0888,02,Monch,Brine,F,P,183
0891_01,Mars,False,D/33/S,TRAPPIST-1e,32.0,False,176.0,0.0,2851.0,0.0,0.0,Mondax Repie,False,3027.0,0891,01,Mondax,Repie,D,S,33
0892_01,Europa,True,C/36/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Tarfik Poilsive,False,0.0,0892,01,Tarfik,Poilsive,C,S,36
0892_02,Europa,True,C/36/S,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Furuson Poilsive,False,0.0,0892,02,Furuson,Poilsive,C,S,36
0892_03,Europa,True,C/36/S,55 Cancri e,52.0,False,0.0,0.0,0.0,0.0,0.0,Arino Diossiver,False,0.0,0892,03,Arino,Diossiver,C,S,36
0894_01,Europa,True,C/37/S,55 Cancri e,52.0,False,0.0,0.0,0.0,0.0,0.0,Jihoton Gearriting,False,0.0,0894,01,Jihoton,Gearriting,C,S,37
0895_01,Earth,False,F/185/P,TRAPPIST-1e,14.0,False,0.0,1277.0,0.0,241.0,,Arlen Newtontoss,False,1518.0,0895,01,Arlen,Newtontoss,F,P,185
0896_01,Earth,False,F/186/P,TRAPPIST-1e,21.0,False,0.0,0.0,644.0,,0.0,Glenry Brenney,False,644.0,0896,01,Glenry,Brenney,F,P,186
0897_01,Europa,True,B/36/S,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,Duhrid Exhaft,False,0.0,0897,01,Duhrid,Exhaft,B,S,36
0897_02,Mars,True,B/36/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Azhab Exhaft,False,0.0,0897,02,Azhab,Exhaft,B,S,36
0900_01,Earth,True,G/131/P,PSO J318.5-22,26.0,False,0.0,0.0,0.0,0.0,0.0,Yolana Mirezavis,False,0.0,0900,01,Yolana,Mirezavis,G,P,131
0908_01,Earth,True,G/136/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Timmie Bookson,False,0.0,0908,01,Timmie,Bookson,G,S,136
0909_01,Mars,False,F/169/S,TRAPPIST-1e,14.0,False,1793.0,0.0,300.0,0.0,0.0,Rans Wala,False,2093.0,0909,01,Rans,Wala,F,S,169
0909_02,Mars,True,F/169/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Fispot Wala,False,0.0,0909,02,Fispot,Wala,F,S,169
0909_03,Mars,True,F/169/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Cank Wala,False,0.0,0909,03,Cank,Wala,F,S,169
0914_01,Europa,False,E/64/S,55 Cancri e,54.0,False,0.0,8179.0,0.0,2673.0,6512.0,Scelava Fruidy,False,17364.0,0914,01,Scelava,Fruidy,E,S,64
0916_01,Earth,False,G/132/P,TRAPPIST-1e,55.0,False,0.0,4.0,512.0,365.0,0.0,Perryl Lynnerett,False,881.0,0916,01,Perryl,Lynnerett,G,P,132
0917_01,Mars,False,E/65/S,,16.0,False,9.0,0.0,1162.0,2.0,0.0,Apench Apeau,False,1173.0,0917,01,Apench,Apeau,E,S,65
0920_01,Europa,False,C/34/P,TRAPPIST-1e,38.0,False,0.0,6915.0,0.0,3243.0,5218.0,Jihoton Pressive,False,15376.0,0920,01,Jihoton,Pressive,C,P,34
0929_01,Earth,False,G/141/S,TRAPPIST-1e,48.0,False,411.0,405.0,31.0,5.0,34.0,Maen Scheron,False,886.0,0929,01,Maen,Scheron,G,S,141
0934_01,Earth,False,G/142/S,55 Cancri e,13.0,False,483.0,0.0,28.0,375.0,0.0,Melara Lunapperts,False,886.0,0934,01,Melara,Lunapperts,G,S,142
0936_01,Earth,False,F/171/S,TRAPPIST-1e,20.0,False,0.0,4.0,0.0,732.0,1.0,Anniey Currisones,False,737.0,0936,01,Anniey,Currisones,F,S,171
0937_01,Mars,True,E/52/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Crisp Quith,False,0.0,0937,01,Crisp,Quith,E,P,52
0943_01,Mars,True,F/197/P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Jifes Banie,False,0.0,0943,01,Jifes,Banie,F,P,197
0943_02,Mars,True,F/197/P,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Gops Banie,False,0.0,0943,02,Gops,Banie,F,P,197
0943_03,Mars,,F/197/P,55 Cancri e,42.0,False,22.0,0.0,697.0,798.0,0.0,Eats Banie,False,1517.0,0943,03,Eats,Banie,F,P,197
0945_01,Mars,False,E/69/S,55 Cancri e,50.0,False,901.0,0.0,242.0,160.0,0.0,Rowl Berle,False,1303.0,0945,01,Rowl,Berle,E,S,69
0945_02,Mars,False,F/173/S,TRAPPIST-1e,21.0,False,590.0,0.0,114.0,0.0,415.0,Crisp Berle,False,1119.0,0945,02,Crisp,Berle,F,S,173
0948_01,Earth,False,G/139/P,TRAPPIST-1e,22.0,False,141.0,695.0,0.0,116.0,482.0,,False,1434.0,0948,01,,,G,P,139
0950_01,Mars,True,F/174/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Anakes Queke,False,0.0,0950,01,Anakes,Queke,F,S,174
0954_01,Earth,False,F/200/P,PSO J318.5-22,22.0,False,0.0,154.0,497.0,16.0,1.0,Shan Paynard,False,668.0,0954,01,Shan,Paynard,F,P,200
0958_01,Earth,False,F/176/S,TRAPPIST-1e,21.0,False,0.0,60.0,0.0,,653.0,Maura Wiggson,False,713.0,0958,01,Maura,Wiggson,F,S,176
0959_01,Earth,False,E/71/S,PSO J318.5-22,24.0,False,640.0,155.0,0.0,0.0,0.0,Dixiel Franankson,False,795.0,0959,01,Dixiel,Franankson,E,S,71
0962_01,Earth,False,F/177/S,TRAPPIST-1e,24.0,False,9.0,71.0,2572.0,0.0,0.0,Stany Meltonway,False,2652.0,0962,01,Stany,Meltonway,F,S,177
0963_01,Europa,True,D/34/S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Izares Syncepul,False,0.0,0963,01,Izares,Syncepul,D,S,34
0967_01,Earth,False,F/180/S,TRAPPIST-1e,19.0,False,1.0,0.0,0.0,0.0,632.0,Andan Fryan,False,633.0,0967,01,Andan,Fryan,F,S,180
0973_01,Earth,False,G/144/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,908.0,Hard Mayods,False,908.0,0973,01,Hard,Mayods,G,P,144
0974_01,Earth,False,E/55/P,TRAPPIST-1e,35.0,False,666.0,175.0,783.0,0.0,0.0,Mariel Jarvey,False,1624.0,0974,01,Mariel,Jarvey,E,P,55
0977_01,Earth,True,G/147/S,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Samany Alest,False,0.0,0977,01,Samany,Alest,G,S,147
0980_01,Earth,False,F/181/S,TRAPPIST-1e,55.0,False,0.0,24.0,52.0,808.0,0.0,Vanley Mallerez,False,884.0,0980,01,Vanley,Mallerez,F,S,181
0981_01,Earth,False,G/148/S,TRAPPIST-1e,35.0,False,0.0,382.0,0.0,370.0,156.0,Ellena Parsoney,False,908.0,0981,01,Ellena,Parsoney,G,S,148
0981_02,Earth,True,G/148/S,TRAPPIST-1e,63.0,False,0.0,0.0,0.0,0.0,0.0,Jeane Parsoney,False,0.0,0981,02,Jeane,Parsoney,G,S,148
0986_01,Europa,False,B/37/P,TRAPPIST-1e,66.0,False,2164.0,46.0,0.0,6962.0,2257.0,Yildunt Batonsufft,False,11429.0,0986,01,Yildunt,Batonsufft,B,P,37
0986_02,Europa,True,B/37/P,55 Cancri e,45.0,,0.0,0.0,0.0,0.0,0.0,Boteino Batonsufft,False,0.0,0986,02,Boteino,Batonsufft,B,P,37
0996_01,Earth,False,F/205/P,PSO J318.5-22,20.0,False,0.0,363.0,344.0,0.0,165.0,Inette Francock,False,872.0,0996,01,Inette,Francock,F,P,205
0999_01,Earth,True,G/147/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Vanley Gambs,False,0.0,0999,01,Vanley,Gambs,G,P,147
0999_02,Earth,False,G/147/P,TRAPPIST-1e,51.0,False,0.0,908.0,0.0,0.0,0.0,Artis Gambs,False,908.0,0999,02,Artis,Gambs,G,P,147
1003_01,Earth,False,G/155/S,TRAPPIST-1e,13.0,False,731.0,0.0,51.0,0.0,0.0,Holey Fuentryoung,False,782.0,1003,01,Holey,Fuentryoung,G,S,155
1007_01,Earth,False,G/157/S,TRAPPIST-1e,24.0,False,826.0,5.0,1.0,56.0,0.0,Marky Fishopper,False,888.0,1007,01,Marky,Fishopper,G,S,157
1009_01,Mars,False,F/206/P,TRAPPIST-1e,28.0,False,240.0,161.0,0.0,0.0,1405.0,Fowoos Chen,False,1806.0,1009,01,Fowoos,Chen,F,P,206
1010_01,Mars,True,F/188/S,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,Croos One,False,0.0,1010,01,Croos,One,F,S,188
1016_01,Europa,False,A/12/S,55 Cancri e,32.0,False,0.0,2983.0,0.0,6282.0,74.0,Grafi Presectle,False,9339.0,1016,01,Grafi,Presectle,A,S,12
1021_01,Earth,False,F/192/S,TRAPPIST-1e,23.0,False,0.0,458.0,151.0,256.0,0.0,Mara Ments,False,865.0,1021,01,Mara,Ments,F,S,192
1023_01,Mars,True,F/193/S,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Eet Vlake,False,0.0,1023,01,Eet,Vlake,F,S,193
1028_01,Earth,True,G/160/S,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,Glene Hendrewsons,False,0.0,1028,01,Glene,Hendrewsons,G,S,160
1037_01,Earth,True,G/162/S,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Racily Olivasquez,False,0.0,1037,01,Racily,Olivasquez,G,S,162
1039_01,Earth,False,F/195/S,TRAPPIST-1e,33.0,False,553.0,6.0,0.0,0.0,90.0,Annah Vincenton,False,649.0,1039,01,Annah,Vincenton,F,S,195
1042_01,Europa,False,A/8/P,55 Cancri e,34.0,True,0.0,1286.0,39.0,527.0,57.0,Mizark Witalnerod,False,1909.0,1042,01,Mizark,Witalnerod,A,P,8
1044_01,Earth,False,G/165/S,TRAPPIST-1e,51.0,False,0.0,111.0,1719.0,45.0,4.0,Gayla Hinglendez,False,1879.0,1044,01,Gayla,Hinglendez,G,S,165
1050_01,Earth,True,G/157/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Evendy Buchansen,False,0.0,1050,01,Evendy,Buchansen,G,P,157
1055_01,Earth,False,G/158/P,TRAPPIST-1e,27.0,False,54.0,47.0,630.0,0.0,53.0,Hilly Booneid,False,784.0,1055,01,Hilly,Booneid,G,P,158
1059_01,Europa,True,C/40/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Sino Panspic,False,0.0,1059,01,Sino,Panspic,C,P,40
1059_02,Europa,True,C/40/P,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Astula Panspic,False,0.0,1059,02,Astula,Panspic,C,P,40
1061_01,Europa,True,C/41/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Chard Stracary,False,0.0,1061,01,Chard,Stracary,C,P,41
1064_01,Earth,False,E/59/P,TRAPPIST-1e,16.0,False,0.0,0.0,978.0,9.0,0.0,Racey Marson,False,987.0,1064,01,Racey,Marson,E,P,59
1064_02,Earth,False,G/159/P,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,Dennie Marson,False,0.0,1064,02,Dennie,Marson,G,P,159
1067_01,Earth,False,F/203/S,PSO J318.5-22,18.0,False,289.0,0.0,423.0,150.0,508.0,Kerrie Gallandez,False,1370.0,1067,01,Kerrie,Gallandez,F,S,203
1069_01,Europa,True,D/40/P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Okula Opshosent,False,0.0,1069,01,Okula,Opshosent,D,P,40
1070_01,Earth,False,F/221/P,TRAPPIST-1e,24.0,False,0.0,92.0,656.0,0.0,0.0,Valex Wolfaddox,False,748.0,1070,01,Valex,Wolfaddox,F,P,221
1072_01,Earth,True,G/160/P,PSO J318.5-22,57.0,False,0.0,0.0,0.0,0.0,0.0,Lonnis Arneras,False,0.0,1072,01,Lonnis,Arneras,G,P,160
1072_02,Earth,True,G/160/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Kenda Arneras,False,0.0,1072,02,Kenda,Arneras,G,P,160
1072_03,Earth,False,G/160/P,TRAPPIST-1e,23.0,False,0.0,784.0,,0.0,1.0,Kariel Arneras,False,785.0,1072,03,Kariel,Arneras,G,P,160
1072_04,Earth,False,G/160/P,TRAPPIST-1e,40.0,False,150.0,8.0,565.0,60.0,0.0,Kencey Arneras,False,783.0,1072,04,Kencey,Arneras,G,P,160
1072_05,Earth,False,G/160/P,55 Cancri e,21.0,False,699.0,0.0,0.0,0.0,18.0,Aleroy Arneras,False,717.0,1072,05,Aleroy,Arneras,G,P,160
1072_06,Earth,False,G/160/P,TRAPPIST-1e,17.0,False,154.0,49.0,540.0,0.0,0.0,Feline Farmonrada,False,743.0,1072,06,Feline,Farmonrada,G,P,160
1072_07,Earth,True,G/160/P,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Vanney Arneras,False,0.0,1072,07,Vanney,Arneras,G,P,160
1072_08,Mars,True,G/160/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Harvin Arneras,False,0.0,1072,08,Harvin,Arneras,G,P,160
1073_01,Earth,False,G/168/S,TRAPPIST-1e,18.0,False,212.0,188.0,38.0,0.0,449.0,Joyn Balley,False,887.0,1073,01,Joyn,Balley,G,S,168
1074_01,Earth,False,E/75/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Mcbriggins,False,0.0,1074,01,Ninaha,Mcbriggins,E,S,75
1074_02,Earth,True,E/75/S,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Idarry Mcbriggins,False,0.0,1074,02,Idarry,Mcbriggins,E,S,75
1081_01,Earth,True,G/164/P,,16.0,False,0.0,0.0,0.0,0.0,0.0,Viviay Steeletters,False,0.0,1081,01,Viviay,Steeletters,G,P,164
1087_01,Mars,False,F/222/P,TRAPPIST-1e,22.0,False,4.0,192.0,1161.0,11.0,19.0,Snich Lette,False,1387.0,1087,01,Snich,Lette,F,P,222
1090_01,Europa,True,B/42/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Sadlami Aindlylid,False,0.0,1090,01,Sadlami,Aindlylid,B,S,42
1090_02,Europa,False,B/42/S,55 Cancri e,23.0,False,0.0,7600.0,,188.0,12863.0,Alnath Wheltary,False,20651.0,1090,02,Alnath,Wheltary,B,S,42
1092_01,Earth,True,G/167/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Dianya Mcleandez,False,0.0,1092,01,Dianya,Mcleandez,G,P,167
1098_01,Mars,False,D/37/S,TRAPPIST-1e,18.0,False,2233.0,0.0,346.0,0.0,0.0,Dontch Ickes,False,2579.0,1098,01,Dontch,Ickes,D,S,37
1101_01,Earth,False,G/171/S,TRAPPIST-1e,72.0,False,0.0,708.0,0.0,1.0,11.0,Royce Norry,False,720.0,1101,01,Royce,Norry,G,S,171
1103_01,Mars,False,F/228/P,TRAPPIST-1e,18.0,False,1216.0,0.0,32.0,41.0,0.0,Jet Hoche,False,1289.0,1103,01,Jet,Hoche,F,P,228
1104_01,Europa,True,C/41/S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Ruchban Sorticbar,False,0.0,1104,01,Ruchban,Sorticbar,C,S,41
1106_01,Mars,False,F/209/S,TRAPPIST-1e,36.0,False,1199.0,27.0,83.0,0.0,0.0,Mondax Brie,False,1309.0,1106,01,Mondax,Brie,F,S,209
1106_02,Mars,True,F/209/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Ran Brie,False,0.0,1106,02,Ran,Brie,F,S,209
1107_01,Earth,False,F/210/S,TRAPPIST-1e,19.0,False,132.0,575.0,294.0,0.0,513.0,Andine Bonnondry,False,1514.0,1107,01,Andine,Bonnondry,F,S,210
1109_01,Earth,False,F/212/S,PSO J318.5-22,28.0,False,847.0,20.0,0.0,77.0,0.0,Thony Kinson,False,944.0,1109,01,Thony,Kinson,F,S,212
1111_01,Earth,True,G/172/S,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Colly Burnerez,False,0.0,1111,01,Colly,Burnerez,G,S,172
1111_02,Earth,True,G/172/S,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Almary Burnerez,False,0.0,1111,02,Almary,Burnerez,G,S,172
1111_03,Earth,False,E/77/S,55 Cancri e,25.0,False,0.0,0.0,150.0,562.0,6.0,Alie Burnerez,False,718.0,1111,03,Alie,Burnerez,E,S,77
1118_01,Europa,False,C/43/S,TRAPPIST-1e,45.0,False,0.0,283.0,0.0,3613.0,0.0,Wasalm Pokematic,False,3896.0,1118,01,Wasalm,Pokematic,C,S,43
1118_02,Europa,True,C/43/S,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Sula Headal,False,0.0,1118,02,Sula,Headal,C,S,43
1118_03,Europa,,C/43/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Ashird Headal,False,0.0,1118,03,Ashird,Headal,C,S,43
1118_04,Europa,False,C/43/S,TRAPPIST-1e,36.0,False,1477.0,2036.0,0.0,484.0,0.0,Asham Headal,False,3997.0,1118,04,Asham,Headal,C,S,43
1118_05,Europa,False,C/43/S,TRAPPIST-1e,40.0,False,0.0,10.0,0.0,4.0,6119.0,Nesch Pokematic,False,6133.0,1118,05,Nesch,Pokematic,C,S,43
1119_01,Mars,False,F/214/S,TRAPPIST-1e,36.0,True,43.0,314.0,352.0,732.0,3.0,Grants Flie,False,1444.0,1119,01,Grants,Flie,F,S,214
1119_02,Mars,True,F/214/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Gal Flie,False,0.0,1119,02,Gal,Flie,F,S,214
1120_01,Earth,False,G/168/P,PSO J318.5-22,19.0,False,0.0,,2329.0,0.0,1.0,Keitha Mcgoway,False,2330.0,1120,01,Keitha,Mcgoway,G,P,168
1122_01,Earth,True,G/169/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Maril Monroellynn,False,0.0,1122,01,Maril,Monroellynn,G,P,169
1124_01,Europa,True,C/44/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Sabih Dighty,False,0.0,1124,01,Sabih,Dighty,C,S,44
1124_02,Europa,True,C/44/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Keidhma Dighty,False,0.0,1124,02,Keidhma,Dighty,C,S,44
1124_03,Europa,False,C/44/S,55 Cancri e,52.0,False,0.0,225.0,0.0,1624.0,49.0,Alphain Dighty,False,1898.0,1124,03,Alphain,Dighty,C,S,44
1125_01,Earth,False,F/230/P,TRAPPIST-1e,22.0,False,555.0,16.0,181.0,0.0,24.0,Lorey Torrez,False,776.0,1125,01,Lorey,Torrez,F,P,230
1125_02,Earth,True,G/170/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Analdy Torrez,False,0.0,1125,02,Analdy,Torrez,G,P,170
1126_01,Mars,True,F/215/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Heales Hoche,False,0.0,1126,01,Heales,Hoche,F,S,215
1128_01,Europa,True,B/41/P,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,Ankabit Wassid,False,0.0,1128,01,Ankabit,Wassid,B,P,41
1128_02,Europa,True,B/41/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Arion Wassid,False,0.0,1128,02,Arion,Wassid,B,P,41
1131_01,Europa,True,B/44/S,55 Cancri e,75.0,False,0.0,0.0,0.0,0.0,0.0,Mizark Comessic,False,0.0,1131,01,Mizark,Comessic,B,S,44
1135_01,Europa,False,B/45/S,TRAPPIST-1e,28.0,False,1371.0,1447.0,0.0,,6151.0,Strali Coarswing,False,8969.0,1135,01,Strali,Coarswing,B,S,45
1135_02,Europa,False,,55 Cancri e,61.0,False,26.0,3606.0,,0.0,138.0,Toperon Coarswing,False,3770.0,1135,02,Toperon,Coarswing,,S,
1135_03,Europa,False,B/45/S,TRAPPIST-1e,25.0,False,0.0,1039.0,12.0,4584.0,2158.0,Polari Coarswing,False,7793.0,1135,03,Polari,Coarswing,B,S,45
1135_04,Europa,False,B/45/S,55 Cancri e,21.0,False,411.0,7312.0,14.0,22.0,215.0,Sarthim Coarswing,False,7974.0,1135,04,Sarthim,Coarswing,B,S,45
