PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Train,Spending,Group,GroupNumber,FirstName,LastName,CabinDeck,CabinSide,CabinNum,Transported
2913_01,Mars,False,F/603/P,TRAPPIST-1e,49.0,False,21.0,25.0,1509.0,0.0,1042.0,Pefox Sau,True,2597.0,2913,01,Pefox,Sau,F,P,603,False
2919_01,Mars,False,D/96/S,TRAPPIST-1e,43.0,False,13.0,2119.0,315.0,0.0,261.0,Slix Kra,True,2708.0,2919,01,Slix,Kra,D,S,96,True
2919_02,Mars,False,F/555/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Soyos Kra,True,0.0,2919,02,Soyos,Kra,F,S,555,True
2919_03,Mars,True,F/555/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Stmeal Kra,True,0.0,2919,03,Stmeal,Kra,F,S,555,True
2920_01,Earth,False,F/606/P,TRAPPIST-1e,23.0,False,0.0,179.0,569.0,0.0,0.0,Joelan Schwardson,True,748.0,2920,01,Joelan,Schwardson,F,P,606,True
2925_01,Mars,False,F/609/P,TRAPPIST-1e,43.0,False,336.0,11.0,796.0,15.0,0.0,Cines Minen,True,1158.0,2925,01,Cines,Minen,F,S,609,True
2925_02,Mars,True,F/609/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Goleer Minen,True,0.0,2925,02,Goleer,Minen,F,S,609,True
2926_01,Mars,False,,TRAPPIST-1e,43.0,False,828.0,25.0,545.0,107.0,0.0,Kad Homin,True,1505.0,2926,01,Kad,Homin,,S,,False
2927_01,Mars,True,F/611/P,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Caw Panad,True,0.0,2927,01,Caw,Panad,F,S,611,True
2928_01,Europa,False,B/92/P,55 Cancri e,54.0,True,0.0,2062.0,2.0,19.0,1618.0,Menkibi Mander,True,3701.0,2928,01,Menkibi,Mander,B,S,92,False
2928_02,Europa,True,B/92/P,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,Photope Caltilter,True,0.0,2928,02,Photope,Caltilter,B,P,92,True
2928_03,Europa,True,B/92/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Gluinol Mander,True,0.0,2928,03,Gluinol,Mander,B,P,92,True
2929_01,Earth,True,G/467/S,PSO J318.5-22,48.0,False,0.0,0.0,0.0,0.0,0.0,Alancy Mcbritts,True,0.0,2929,01,Alancy,Mcbritts,G,P,467,True
2930_01,Earth,False,G/474/P,TRAPPIST-1e,45.0,False,,9.0,0.0,857.0,16.0,Cary Mejiaddox,True,882.0,2930,01,Cary,Mejiaddox,G,P,474,False
2934_01,Earth,False,F/557/S,PSO J318.5-22,20.0,False,0.0,689.0,0.0,0.0,0.0,Adriet Moodman,True,689.0,2934,01,Adriet,Moodman,F,P,557,False
2935_01,Europa,False,T/2/P,TRAPPIST-1e,33.0,False,0.0,28.0,0.0,6841.0,543.0,,True,7412.0,2935,01,,,T,S,2,False
2936_01,Earth,False,G/468/S,TRAPPIST-1e,21.0,False,15.0,30.0,11.0,2.0,388.0,Jimmyn Berreranks,True,446.0,2936,01,Jimmyn,Berreranks,G,P,468,False
2938_01,Europa,True,C/100/P,TRAPPIST-1e,68.0,False,0.0,0.0,0.0,0.0,0.0,Taban Aroodint,True,0.0,2938,01,Taban,Aroodint,C,P,100,True
2940_01,Earth,False,F/615/P,PSO J318.5-22,23.0,False,5.0,308.0,363.0,7.0,0.0,Melica Casonston,True,683.0,2940,01,Melica,Casonston,F,P,615,True
2941_01,Earth,False,G/477/P,TRAPPIST-1e,16.0,False,24.0,0.0,13.0,717.0,0.0,Coreee Beasleyes,True,754.0,2941,01,Coreee,Beasleyes,G,P,477,False
2942_01,Earth,False,F/558/S,TRAPPIST-1e,35.0,False,198.0,44.0,97.0,30.0,510.0,Tany Watkinsley,True,879.0,2942,01,Tany,Watkinsley,F,S,558,False
2943_01,Earth,True,G/478/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Allene Belley,True,0.0,2943,01,Allene,Belley,G,P,478,False
2944_01,Earth,False,F/559/S,TRAPPIST-1e,51.0,False,214.0,3.0,16.0,569.0,0.0,Min Nichoan,True,802.0,2944,01,Min,Nichoan,F,S,559,False
2944_02,Earth,False,G/469/S,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,Ernard Nichoan,True,0.0,2944,02,Ernard,Nichoan,G,S,469,False
2944_03,Earth,True,G/469/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Sta Nichoan,True,0.0,2944,03,Sta,Nichoan,G,P,469,False
2944_04,Earth,False,G/469/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Terta Nichoan,True,0.0,2944,04,Terta,Nichoan,G,S,469,True
2945_01,Earth,True,G/479/P,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,Jeanie Moodsey,True,0.0,2945,01,Jeanie,Moodsey,G,P,479,True
2948_01,Europa,False,C/112/S,TRAPPIST-1e,55.0,False,0.0,1971.0,77.0,577.0,1050.0,Tabiton Prearright,True,3675.0,2948,01,Tabiton,Prearright,C,S,112,True
2949_01,Earth,True,G/482/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Florey Boltertley,True,0.0,2949,01,Florey,Boltertley,G,P,482,False
2950_01,Earth,False,F/617/P,TRAPPIST-1e,20.0,False,310.0,0.0,374.0,0.0,5.0,Lawren Fielsenders,True,689.0,2950,01,Lawren,Fielsenders,F,S,617,False
2953_01,Earth,False,E/179/P,55 Cancri e,25.0,False,0.0,641.0,0.0,2.0,0.0,Eilan Solivers,True,643.0,2953,01,Eilan,Solivers,E,S,179,True
2954_01,Earth,False,F/619/P,55 Cancri e,18.0,False,235.0,0.0,101.0,0.0,316.0,Karlie Gordanieves,True,652.0,2954,01,Karlie,Gordanieves,F,S,619,True
2956_01,Earth,False,G/470/S,PSO J318.5-22,28.0,False,3.0,141.0,0.0,0.0,1689.0,Tonnie Houseson,True,1833.0,2956,01,Tonnie,Houseson,G,S,470,False
2958_01,Earth,False,F/561/S,TRAPPIST-1e,26.0,False,1822.0,0.0,4.0,107.0,1204.0,Min Parrett,True,3137.0,2958,01,Min,Parrett,F,P,561,False
2959_01,Earth,False,F/620/P,PSO J318.5-22,28.0,False,1.0,0.0,933.0,614.0,0.0,,True,1548.0,2959,01,,,F,P,620,False
2960_01,Mars,False,F/562/S,TRAPPIST-1e,54.0,False,,,0.0,0.0,0.0,Gracia Carterson,True,0.0,2960,01,Gracia,Carterson,F,P,562,False
2961_01,Earth,False,F/621/P,TRAPPIST-1e,56.0,False,0.0,54.0,0.0,724.0,0.0,Evaned Kellynn,True,778.0,2961,01,Evaned,Kellynn,F,P,621,False
2962_01,Mars,False,E/180/P,TRAPPIST-1e,25.0,False,1228.0,0.0,132.0,0.0,0.0,Cints Backe,True,1360.0,2962,01,Cints,Backe,E,P,180,False
2964_01,Europa,False,A/35/S,TRAPPIST-1e,26.0,False,2050.0,8525.0,0.0,270.0,636.0,Izarfik Holiabler,True,11481.0,2964,01,Izarfik,Holiabler,A,P,35,False
2965_01,Earth,False,F/622/P,TRAPPIST-1e,14.0,False,0.0,0.0,709.0,258.0,3.0,Amandy Munozanson,True,970.0,2965,01,Amandy,Munozanson,F,S,622,False
2966_01,Earth,False,E/181/P,TRAPPIST-1e,21.0,False,2.0,417.0,323.0,0.0,84.0,Deaney Avisley,True,826.0,2966,01,Deaney,Avisley,E,S,181,True
2968_01,Earth,True,G/485/P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Evendy Sosalinson,True,0.0,2968,01,Evendy,Sosalinson,G,P,485,True
2969_01,Earth,False,G/486/P,,37.0,False,221.0,0.0,32.0,38.0,516.0,Russey Miley,True,807.0,2969,01,Russey,Miley,G,S,486,False
2970_01,Earth,False,,TRAPPIST-1e,,False,740.0,82.0,6.0,,1.0,Dwin Adkinson,True,829.0,2970,01,Dwin,Adkinson,,P,,False
2971_01,Europa,False,T/3/P,TRAPPIST-1e,38.0,False,0.0,3135.0,0.0,26.0,3.0,Pent Sessiouse,True,3164.0,2971,01,Pent,Sessiouse,T,S,3,True
2972_01,Earth,False,E/182/P,TRAPPIST-1e,14.0,False,0.0,1.0,1441.0,0.0,190.0,Danna Yorkland,True,1632.0,2972,01,Danna,Yorkland,E,S,182,True
2975_01,Earth,False,F/564/S,PSO J318.5-22,20.0,False,0.0,0.0,585.0,0.0,10.0,Elanda Hermanapp,True,595.0,2975,01,Elanda,Hermanapp,F,P,564,False
2979_01,Europa,False,B/93/P,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Sadirux Urablele,True,0.0,2979,01,Sadirux,Urablele,B,S,93,False
2982_01,Europa,True,B/111/S,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Tarino Unrespery,True,0.0,2982,01,Tarino,Unrespery,B,P,111,True
2983_01,Earth,False,E/183/P,TRAPPIST-1e,13.0,False,0.0,0.0,31.0,0.0,810.0,Mamina Monsoney,True,841.0,2983,01,Mamina,Monsoney,E,S,183,True
2984_01,Mars,False,D/97/S,TRAPPIST-1e,37.0,False,0.0,210.0,0.0,4114.0,0.0,Teron Healted,True,4324.0,2984,01,Teron,Healted,D,S,97,False
2986_01,Mars,False,E/197/S,TRAPPIST-1e,15.0,False,5711.0,0.0,2516.0,0.0,1370.0,Swaffs Dutty,True,9597.0,2986,01,Swaffs,Dutty,E,S,197,False
2988_01,Europa,False,A/36/S,55 Cancri e,33.0,False,396.0,1280.0,7.0,308.0,4941.0,Winon Cousel,True,6932.0,2988,01,Winon,Cousel,A,P,36,False
2990_01,Earth,True,G/472/S,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Gileen Vandez,True,0.0,2990,01,Gileen,Vandez,G,S,472,True
2992_01,Earth,False,F/570/S,PSO J318.5-22,49.0,False,0.0,,0.0,160.0,528.0,Dont Sterreray,True,688.0,2992,01,Dont,Sterreray,F,P,570,False
2993_01,Earth,False,F/571/S,TRAPPIST-1e,24.0,False,1252.0,6.0,,123.0,706.0,Nelly Gordanieves,True,2087.0,2993,01,Nelly,Gordanieves,F,S,571,False
2994_01,Earth,False,E/198/S,TRAPPIST-1e,24.0,False,173.0,0.0,14.0,0.0,603.0,Carly Scottuez,True,790.0,2994,01,Carly,Scottuez,E,P,198,False
2995_01,Europa,True,B/94/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Minus Roforhauge,True,0.0,2995,01,Minus,Roforhauge,B,P,94,True
2995_02,Europa,True,B/94/P,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Marinon Roforhauge,True,0.0,2995,02,Marinon,Roforhauge,B,P,94,True
2996_01,Earth,False,F/626/P,55 Cancri e,31.0,False,0.0,611.0,2.0,4.0,22.0,,True,639.0,2996,01,,,F,P,626,False
2998_01,Europa,False,C/113/S,,47.0,False,0.0,5252.0,0.0,124.0,300.0,Dirfak Mosteraked,True,5676.0,2998,01,Dirfak,Mosteraked,C,P,113,True
3000_01,Earth,False,F/627/P,TRAPPIST-1e,19.0,False,736.0,0.0,0.0,0.0,1.0,Therta Spencervan,True,737.0,3000,01,Therta,Spencervan,F,P,627,False
3001_01,Europa,False,C/101/P,55 Cancri e,38.0,True,0.0,1577.0,0.0,425.0,4359.0,Phecca Shming,True,6361.0,3001,01,Phecca,Shming,C,P,101,False
3001_02,Europa,False,C/101/P,55 Cancri e,33.0,False,0.0,1001.0,2280.0,,29.0,Dirfak Shming,True,3310.0,3001,02,Dirfak,Shming,C,P,101,True
3003_01,Europa,True,C/114/S,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Ankaan String,True,0.0,3003,01,Ankaan,String,C,S,114,True
3004_01,Earth,True,G/473/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Card Clinantones,True,0.0,3004,01,Card,Clinantones,G,S,473,True
3004_02,Earth,False,F/572/S,TRAPPIST-1e,32.0,False,0.0,53.0,0.0,744.0,0.0,Tin Clinantones,True,797.0,3004,02,Tin,Clinantones,F,S,572,False
3005_01,Mars,True,F/573/S,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,Stmeal Fisun,True,0.0,3005,01,Stmeal,Fisun,F,P,573,True
3006_01,Earth,False,G/474/S,PSO J318.5-22,19.0,False,23.0,0.0,0.0,0.0,732.0,Race Wolferguson,True,755.0,3006,01,Race,Wolferguson,G,P,474,False
3009_01,Mars,True,E/185/P,PSO J318.5-22,55.0,False,0.0,0.0,0.0,0.0,0.0,Blakes Chcak,True,0.0,3009,01,Blakes,Chcak,E,P,185,True
3010_01,Europa,False,B/96/P,TRAPPIST-1e,48.0,False,0.0,8403.0,0.0,7627.0,83.0,Kraban Praugnox,True,16113.0,3010,01,Kraban,Praugnox,B,S,96,False
3012_01,Earth,False,G/475/S,TRAPPIST-1e,66.0,False,1187.0,1.0,,6.0,0.0,Thony Bradlerson,True,1194.0,3012,01,Thony,Bradlerson,G,S,475,False
3013_01,Earth,False,F/629/P,TRAPPIST-1e,13.0,False,,256.0,0.0,207.0,409.0,Morrie Moongton,True,872.0,3013,01,Morrie,Moongton,F,P,629,False
3014_01,Europa,False,C/115/S,55 Cancri e,40.0,False,82.0,1390.0,0.0,347.0,6237.0,Alduson Oilpuring,True,8056.0,3014,01,Alduson,Oilpuring,C,S,115,False
3015_01,Earth,False,E/199/S,TRAPPIST-1e,35.0,False,0.0,1438.0,0.0,112.0,74.0,Dord Pottley,True,1624.0,3015,01,Dord,Pottley,E,P,199,True
3018_01,Earth,False,F/630/P,TRAPPIST-1e,32.0,False,0.0,49.0,2.0,639.0,0.0,Vanley Harry,True,690.0,3018,01,Vanley,Harry,F,P,630,False
3019_01,Mars,False,E/187/P,TRAPPIST-1e,51.0,False,1644.0,0.0,234.0,157.0,64.0,Yakers Peake,True,2099.0,3019,01,Yakers,Peake,E,S,187,False
3020_01,Europa,False,B/112/S,TRAPPIST-1e,37.0,False,0.0,216.0,0.0,5391.0,3372.0,Tard Monfulewss,True,8979.0,3020,01,Tard,Monfulewss,B,S,112,False
3021_01,Earth,False,G/476/S,TRAPPIST-1e,31.0,False,517.0,1.0,301.0,60.0,4.0,Deanny Spencervan,True,883.0,3021,01,Deanny,Spencervan,G,S,476,False
3021_02,Earth,False,F/574/S,TRAPPIST-1e,37.0,False,608.0,0.0,6.0,0.0,1637.0,Billey Spencervan,True,2251.0,3021,02,Billey,Spencervan,F,S,574,False
3022_01,Europa,False,C/102/P,TRAPPIST-1e,38.0,False,0.0,3331.0,270.0,2.0,3510.0,Ankab Speating,True,7113.0,3022,01,Ankab,Speating,C,S,102,False
3022_02,Europa,False,C/102/P,55 Cancri e,19.0,False,0.0,329.0,0.0,3154.0,312.0,Hadirah Speating,True,3795.0,3022,02,Hadirah,Speating,C,P,102,False
3023_01,Mars,True,F/631/P,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Panter Blane,True,0.0,3023,01,Panter,Blane,F,P,631,True
3024_01,Earth,False,F/632/P,TRAPPIST-1e,19.0,False,0.0,0.0,1752.0,187.0,0.0,Jord Barkeretton,True,1939.0,3024,01,Jord,Barkeretton,F,P,632,True
3025_01,Earth,False,G/477/S,TRAPPIST-1e,31.0,False,2.0,788.0,0.0,128.0,9.0,,True,927.0,3025,01,,,G,S,477,True
3025_02,Earth,False,G/477/S,TRAPPIST-1e,43.0,False,45.0,8.0,0.0,607.0,44.0,Stald Fisheparks,True,704.0,3025,02,Stald,Fisheparks,G,S,477,False
3026_01,Earth,True,G/492/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Artis Gambs,True,0.0,3026,01,Artis,Gambs,G,S,492,False
3027_01,Earth,True,G/493/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Tracia Fitzgerson,True,0.0,3027,01,Tracia,Fitzgerson,G,S,493,False
3029_01,Europa,False,C/103/P,55 Cancri e,21.0,False,0.0,878.0,82.0,360.0,1784.0,Geno Disgul,True,3104.0,3029,01,Geno,Disgul,C,S,103,False
3029_02,Europa,,C/103/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Charga Disgul,True,0.0,3029,02,Charga,Disgul,C,S,103,True
3030_01,Europa,False,B/97/P,55 Cancri e,30.0,False,728.0,2551.0,0.0,48.0,1804.0,Cellum Alaring,True,5131.0,3030,01,Cellum,Alaring,B,P,97,True
3030_02,Europa,True,B/97/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Wezena Alaring,True,0.0,3030,02,Wezena,Alaring,B,P,97,True
3032_01,Earth,False,G/478/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Raque Wolfernan,True,0.0,3032,01,Raque,Wolfernan,G,S,478,False
3032_02,Earth,True,G/478/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Loresa Wolfernan,True,0.0,3032,02,Loresa,Wolfernan,G,S,478,False
3032_03,Earth,False,G/478/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Andie Wolfernan,True,0.0,3032,03,Andie,Wolfernan,G,S,478,False
3032_04,Earth,False,F/575/S,TRAPPIST-1e,30.0,False,479.0,12.0,25.0,643.0,283.0,Ritany Wolfernan,True,1442.0,3032,04,Ritany,Wolfernan,F,P,575,False
3033_01,Earth,False,G/479/S,PSO J318.5-22,21.0,False,0.0,27.0,1181.0,0.0,513.0,Hardy Wagnerray,True,1721.0,3033,01,Hardy,Wagnerray,G,S,479,False
3034_01,Europa,False,,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Dscheat Noxnuther,True,0.0,3034,01,Dscheat,Noxnuther,,S,,False
3036_01,Earth,False,F/634/P,PSO J318.5-22,57.0,False,506.0,0.0,1.0,178.0,0.0,Penne Booneid,True,685.0,3036,01,Penne,Booneid,F,S,634,False
3038_01,Mars,False,F/576/S,TRAPPIST-1e,35.0,,1228.0,0.0,0.0,0.0,0.0,Cink Porté,True,1228.0,3038,01,Cink,Porté,F,S,576,False
3039_01,Europa,False,A/37/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Acraban Conamminal,True,0.0,3039,01,Acraban,Conamminal,A,S,37,False
3040_01,Mars,False,F/577/S,TRAPPIST-1e,32.0,False,2616.0,0.0,2.0,5.0,0.0,Nilly Purle,True,2623.0,3040,01,Nilly,Purle,F,S,577,False
3042_01,Earth,False,F/578/S,TRAPPIST-1e,30.0,False,0.0,0.0,301.0,0.0,437.0,Maya Mejiaddox,True,738.0,3042,01,Maya,Mejiaddox,F,P,578,False
3044_01,Mars,False,F/636/P,TRAPPIST-1e,69.0,False,577.0,139.0,0.0,0.0,0.0,Joyces Fowlesterez,True,716.0,3044,01,Joyces,Fowlesterez,F,S,636,False
3045_01,Earth,True,G/480/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Helean Hestes,True,0.0,3045,01,Helean,Hestes,G,S,480,False
3047_01,Mars,True,E/190/P,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,Jack Quart,True,0.0,3047,01,Jack,Quart,E,P,190,True
3047_02,Mars,False,E/190/P,TRAPPIST-1e,16.0,False,995.0,0.0,6.0,48.0,0.0,Wafros Quart,True,1049.0,3047,02,Wafros,Quart,E,P,190,False
3048_01,Mars,True,E/200/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Mitch Canie,True,0.0,3048,01,Mitch,Canie,E,P,200,False
3050_01,Europa,False,E/191/P,TRAPPIST-1e,25.0,False,1586.0,2342.0,947.0,1.0,276.0,Skatik Supred,True,5152.0,3050,01,Skatik,Supred,E,P,191,True
3053_01,Europa,False,,55 Cancri e,52.0,False,0.0,2.0,0.0,10976.0,810.0,Ainor Fuelisent,True,11788.0,3053,01,Ainor,Fuelisent,,P,,False
3054_01,Earth,False,F/579/S,TRAPPIST-1e,13.0,False,578.0,77.0,0.0,306.0,5.0,Celis Bootez,True,966.0,3054,01,Celis,Bootez,F,P,579,False
3055_01,Earth,False,F/637/P,TRAPPIST-1e,37.0,False,1086.0,0.0,0.0,41.0,0.0,Inen Casentry,True,1127.0,3055,01,Inen,Casentry,F,P,637,False
3060_01,Mars,False,F/581/S,TRAPPIST-1e,13.0,False,760.0,2.0,2.0,,0.0,Rowl Chman,True,764.0,3060,01,Rowl,Chman,F,P,581,False
3060_02,Mars,False,D/98/S,TRAPPIST-1e,45.0,False,3309.0,0.0,10.0,0.0,0.0,Duckes Chman,True,3319.0,3060,02,Duckes,Chman,D,P,98,False
3060_03,Mars,True,E/201/S,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Torms Chman,True,0.0,3060,03,Torms,Chman,E,P,201,False
3061_01,Earth,False,F/638/P,TRAPPIST-1e,22.0,False,664.0,0.0,0.0,65.0,0.0,Mela Bakericks,True,729.0,3061,01,Mela,Bakericks,F,P,638,False
3061_02,Earth,False,G/498/P,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,1745.0,72.0,Ritey Hickley,True,1817.0,3061,02,Ritey,Hickley,G,P,498,False
3062_01,Mars,False,D/99/S,TRAPPIST-1e,35.0,False,741.0,0.0,31.0,0.0,36.0,Hion Frasp,True,808.0,3062,01,Hion,Frasp,D,P,99,False
3063_01,Earth,True,G/499/P,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Jerrye Daughttley,True,0.0,3063,01,Jerrye,Daughttley,G,P,499,True
3063_02,Earth,True,G/499/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Joana Daughttley,True,0.0,3063,02,Joana,Daughttley,G,P,499,True
3063_03,Earth,False,E/192/P,TRAPPIST-1e,19.0,False,1.0,0.0,0.0,450.0,254.0,Elina Daughttley,True,705.0,3063,03,Elina,Daughttley,E,P,192,False
3064_01,Earth,True,G/482/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Thewis Spencervan,True,0.0,3064,01,Thewis,Spencervan,G,P,482,True
3065_01,Europa,False,D/94/P,55 Cancri e,37.0,False,0.0,2065.0,1650.0,356.0,1.0,Solark Preeldy,True,4072.0,3065,01,Solark,Preeldy,D,P,94,True
3066_01,Earth,False,E/193/P,TRAPPIST-1e,35.0,False,1609.0,0.0,0.0,0.0,0.0,Felia Hortis,True,1609.0,3066,01,Felia,Hortis,E,P,193,False
3067_01,Earth,True,G/483/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,France Dicksons,True,0.0,3067,01,France,Dicksons,G,S,483,True
3068_01,Earth,False,G/500/P,TRAPPIST-1e,62.0,False,379.0,453.0,0.0,7.0,0.0,Tyrona Mcfarley,True,839.0,3068,01,Tyrona,Mcfarley,G,S,500,False
3070_01,Earth,True,G/501/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Bel Haydenez,True,0.0,3070,01,Bel,Haydenez,G,S,501,True
3071_01,Europa,True,B/113/S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Saiphda Cracionfic,True,0.0,3071,01,Saiphda,Cracionfic,B,P,113,True
3071_02,Europa,False,B/113/S,TRAPPIST-1e,26.0,False,0.0,,8.0,21.0,6023.0,Alballa Cracionfic,True,6052.0,3071,02,Alballa,Cracionfic,B,P,113,False
3073_01,Mars,True,F/640/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Krios Shbre,True,0.0,3073,01,Krios,Shbre,F,P,640,True
3076_01,Earth,True,G/502/P,PSO J318.5-22,,False,0.0,0.0,0.0,0.0,0.0,Jaimez Mcfaddenson,True,0.0,3076,01,Jaimez,Mcfaddenson,G,S,502,True
3079_01,Earth,False,F/642/P,55 Cancri e,22.0,False,35.0,0.0,36.0,581.0,0.0,Charly Booters,True,652.0,3079,01,Charly,Booters,F,S,642,False
3080_01,Earth,False,F/584/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,822.0,2.0,Florey Alldson,True,824.0,3080,01,Florey,Alldson,F,P,584,False
3081_01,Europa,False,C/118/S,55 Cancri e,50.0,False,0.0,1547.0,0.0,1784.0,1.0,Gollux Reedall,True,3332.0,3081,01,Gollux,Reedall,C,S,118,True
3081_02,Europa,True,C/118/S,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Sadirak Reedall,True,0.0,3081,02,Sadirak,Reedall,C,S,118,True
3082_01,Earth,False,G/503/P,PSO J318.5-22,15.0,False,1.0,30.0,1793.0,0.0,0.0,Kayd Wilkinner,True,1824.0,3082,01,Kayd,Wilkinner,G,S,503,True
3083_01,Europa,False,D/100/S,55 Cancri e,23.0,False,0.0,587.0,0.0,1497.0,1014.0,Antak Bootty,True,3098.0,3083,01,Antak,Bootty,D,S,100,False
3084_01,Mars,True,D/101/S,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,Bakix Flell,True,0.0,3084,01,Bakix,Flell,D,S,101,True
3085_01,Earth,,G/504/P,TRAPPIST-1e,73.0,False,0.0,0.0,0.0,153.0,556.0,Coracy Briggins,True,709.0,3085,01,Coracy,Briggins,G,S,504,False
3087_01,Earth,True,G/505/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Chadie Flyncharlan,True,0.0,3087,01,Chadie,Flyncharlan,G,S,505,True
3088_01,Europa,False,A/25/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Dscha Dishearly,True,0.0,3088,01,Dscha,Dishearly,A,S,25,False
3090_01,Europa,False,B/115/S,TRAPPIST-1e,27.0,True,0.0,6013.0,0.0,820.0,31.0,Minoces Myling,True,6864.0,3090,01,Minoces,Myling,B,S,115,True
3091_01,Europa,False,,TRAPPIST-1e,14.0,False,0.0,946.0,0.0,7860.0,384.0,Kitakan Wingcoling,True,9190.0,3091,01,Kitakan,Wingcoling,,S,,False
3091_02,Europa,True,D/102/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Shaiaz Wingcoling,True,0.0,3091,02,Shaiaz,Wingcoling,D,P,102,True
3092_01,Earth,False,G/506/P,TRAPPIST-1e,22.0,False,,0.0,102.0,43.0,700.0,Stace Solivers,True,845.0,3092,01,Stace,Solivers,G,P,506,False
3093_01,Mars,False,E/194/P,55 Cancri e,22.0,False,2229.0,0.0,1349.0,121.0,0.0,Berk Terte,True,3699.0,3093,01,Berk,Terte,E,P,194,True
3095_01,Mars,False,F/585/S,PSO J318.5-22,71.0,False,924.0,1284.0,10.0,9.0,0.0,Aarjel Rhuba,True,2227.0,3095,01,Aarjel,Rhuba,F,P,585,False
3096_01,Mars,False,D/103/S,55 Cancri e,25.0,False,5.0,1.0,633.0,0.0,188.0,Seat Khaf,True,827.0,3096,01,Seat,Khaf,D,S,103,True
3099_01,Mars,True,E/203/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Chones Bine,True,0.0,3099,01,Chones,Bine,E,P,203,True
3100_01,Earth,False,G/485/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Farmonrada,True,0.0,3100,01,Andrey,Farmonrada,G,S,485,False
3100_02,Earth,False,F/586/S,TRAPPIST-1e,52.0,False,809.0,0.0,0.0,0.0,0.0,Jord Farmonrada,True,809.0,3100,02,Jord,Farmonrada,F,S,586,True
